DeployID,Ptt,DepthSensor,Source,Instr,Count,Start,End,LocationQuality,Latitude,Longitude,MinDepth,MinDepthAccuracy,MaxDepth,MaxDepthAccuracy,MinTemp,MinTempAccuracy,MaxTemp,MaxTempAccuracy,MobMean,MobSD,ActivitySum
177542,177542,0.500000,Transmission,MiniPAT,3,16:00:00 17-Dec-2018,18:00:00 17-Dec-2018,,,,0.0,0.00,68.0,0.75,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,1,18:00:00 17-Dec-2018,20:00:00 17-Dec-2018,,,,0.0,0.00,136.0,1.75,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,2,20:00:00 17-Dec-2018,22:00:00 17-Dec-2018,,,,0.0,0.00,102.0,0.75,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,3,22:00:00 17-Dec-2018,00:00:00 18-Dec-2018,,,,0.0,0.00,78.0,0.75,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,3,00:00:00 19-Dec-2018,02:00:00 19-Dec-2018,,,,0.0,0.00,1.5,0.00,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,5,02:00:00 19-Dec-2018,04:00:00 19-Dec-2018,,,,0.0,0.00,47.0,0.25,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,7,04:00:00 19-Dec-2018,06:00:00 19-Dec-2018,,,,0.0,0.00,9.5,0.00,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,6,06:00:00 19-Dec-2018,08:00:00 19-Dec-2018,,,,0.0,0.00,43.0,0.25,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,5,08:00:00 19-Dec-2018,10:00:00 19-Dec-2018,,,,0.0,0.00,8.5,0.00,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,5,10:00:00 19-Dec-2018,12:00:00 19-Dec-2018,,,,0.0,0.00,54.0,0.25,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,3,12:00:00 19-Dec-2018,14:00:00 19-Dec-2018,,,,0.0,0.00,66.0,0.75,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,4,14:00:00 19-Dec-2018,16:00:00 19-Dec-2018,,,,0.0,0.00,80.0,0.75,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,5,16:00:00 19-Dec-2018,18:00:00 19-Dec-2018,,,,0.0,0.00,232.0,1.75,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,4,18:00:00 19-Dec-2018,20:00:00 19-Dec-2018,,,,0.0,0.00,66.0,0.75,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,6,20:00:00 19-Dec-2018,22:00:00 19-Dec-2018,,,,0.0,0.00,68.0,0.75,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,5,22:00:00 19-Dec-2018,00:00:00 20-Dec-2018,,,,0.0,0.00,68.0,0.75,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,6,00:00:00 21-Dec-2018,02:00:00 21-Dec-2018,,,,0.0,0.00,34.0,0.25,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,7,02:00:00 21-Dec-2018,04:00:00 21-Dec-2018,,,,0.0,0.00,16.0,0.00,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,8,04:00:00 21-Dec-2018,06:00:00 21-Dec-2018,,,,0.0,0.00,2.0,0.00,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,8,06:00:00 21-Dec-2018,08:00:00 21-Dec-2018,,,,0.0,0.00,11.0,0.00,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,8,08:00:00 21-Dec-2018,10:00:00 21-Dec-2018,,,,0.0,0.00,44.0,0.25,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,7,10:00:00 21-Dec-2018,12:00:00 21-Dec-2018,,,,0.0,0.00,62.0,0.75,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,6,12:00:00 21-Dec-2018,14:00:00 21-Dec-2018,,,,0.0,0.00,78.0,0.75,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,6,14:00:00 21-Dec-2018,16:00:00 21-Dec-2018,,,,0.0,0.00,70.0,0.75,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,5,16:00:00 21-Dec-2018,18:00:00 21-Dec-2018,,,,0.0,0.00,62.0,0.75,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,9,18:00:00 21-Dec-2018,20:00:00 21-Dec-2018,,,,0.0,0.00,62.0,0.75,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,8,20:00:00 21-Dec-2018,22:00:00 21-Dec-2018,,,,0.0,0.00,82.0,0.75,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,10,22:00:00 21-Dec-2018,00:00:00 22-Dec-2018,,,,0.0,0.00,94.0,0.75,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,7,00:00:00 23-Dec-2018,02:00:00 23-Dec-2018,,,,0.0,0.00,1.5,0.00,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,7,02:00:00 23-Dec-2018,04:00:00 23-Dec-2018,,,,0.0,0.00,22.5,0.00,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,7,04:00:00 23-Dec-2018,06:00:00 23-Dec-2018,,,,0.0,0.00,4.0,0.00,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,6,06:00:00 23-Dec-2018,08:00:00 23-Dec-2018,,,,0.0,0.00,10.5,0.00,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,5,08:00:00 23-Dec-2018,10:00:00 23-Dec-2018,,,,0.0,0.00,10.5,0.00,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,5,10:00:00 23-Dec-2018,12:00:00 23-Dec-2018,,,,0.0,0.00,58.0,0.75,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,4,12:00:00 23-Dec-2018,14:00:00 23-Dec-2018,,,,0.0,0.00,164.0,1.75,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,3,14:00:00 23-Dec-2018,16:00:00 23-Dec-2018,,,,0.0,0.00,23.5,0.00,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,5,16:00:00 23-Dec-2018,18:00:00 23-Dec-2018,,,,0.0,0.00,44.0,0.25,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,5,18:00:00 23-Dec-2018,20:00:00 23-Dec-2018,,,,0.0,0.00,24.0,0.00,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,5,20:00:00 23-Dec-2018,22:00:00 23-Dec-2018,,,,0.0,0.00,11.0,0.00,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,6,22:00:00 23-Dec-2018,00:00:00 24-Dec-2018,,,,0.0,0.00,9.0,0.00,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,5,00:00:00 25-Dec-2018,02:00:00 25-Dec-2018,,,,0.0,0.00,2.5,0.00,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,4,02:00:00 25-Dec-2018,04:00:00 25-Dec-2018,,,,0.0,0.00,33.0,0.25,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,4,04:00:00 25-Dec-2018,06:00:00 25-Dec-2018,,,,0.0,0.00,12.0,0.00,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,5,06:00:00 25-Dec-2018,08:00:00 25-Dec-2018,,,,0.0,0.00,37.0,0.25,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,3,08:00:00 25-Dec-2018,10:00:00 25-Dec-2018,,,,0.0,0.00,5.5,0.00,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,2,10:00:00 25-Dec-2018,12:00:00 25-Dec-2018,,,,0.0,0.00,60.0,0.75,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,3,12:00:00 25-Dec-2018,14:00:00 25-Dec-2018,,,,0.0,0.00,62.0,0.75,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,3,14:00:00 25-Dec-2018,16:00:00 25-Dec-2018,,,,0.0,0.00,60.0,0.75,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,2,16:00:00 25-Dec-2018,18:00:00 25-Dec-2018,,,,23.0,0.00,72.0,0.75,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,4,18:00:00 25-Dec-2018,20:00:00 25-Dec-2018,,,,0.0,0.00,66.0,0.75,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,3,20:00:00 25-Dec-2018,22:00:00 25-Dec-2018,,,,22.5,0.00,51.0,0.25,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,5,22:00:00 25-Dec-2018,00:00:00 26-Dec-2018,,,,0.0,0.00,168.0,1.75,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,7,00:00:00 27-Dec-2018,02:00:00 27-Dec-2018,,,,0.0,0.00,35.0,0.25,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,7,02:00:00 27-Dec-2018,04:00:00 27-Dec-2018,,,,0.0,0.00,4.5,0.00,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,6,04:00:00 27-Dec-2018,06:00:00 27-Dec-2018,,,,0.0,0.00,19.0,0.00,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,7,06:00:00 27-Dec-2018,08:00:00 27-Dec-2018,,,,0.0,0.00,2.5,0.00,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,5,08:00:00 27-Dec-2018,10:00:00 27-Dec-2018,,,,0.0,0.00,33.0,0.25,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,4,10:00:00 27-Dec-2018,12:00:00 27-Dec-2018,,,,0.0,0.00,60.0,0.75,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,6,12:00:00 27-Dec-2018,14:00:00 27-Dec-2018,,,,0.0,0.00,72.0,0.75,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,4,14:00:00 27-Dec-2018,16:00:00 27-Dec-2018,,,,0.0,0.00,94.0,0.75,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,5,16:00:00 27-Dec-2018,18:00:00 27-Dec-2018,,,,0.0,0.00,68.0,0.75,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,5,18:00:00 27-Dec-2018,20:00:00 27-Dec-2018,,,,0.0,0.00,84.0,0.75,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,6,20:00:00 27-Dec-2018,22:00:00 27-Dec-2018,,,,0.0,0.00,44.0,0.25,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,7,22:00:00 27-Dec-2018,00:00:00 28-Dec-2018,,,,0.0,0.00,82.0,0.75,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,7,00:00:00 29-Dec-2018,02:00:00 29-Dec-2018,,,,0.0,0.00,2.0,0.00,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,11,02:00:00 29-Dec-2018,04:00:00 29-Dec-2018,,,,0.0,0.00,42.0,0.25,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,11,04:00:00 29-Dec-2018,06:00:00 29-Dec-2018,,,,0.0,0.00,39.0,0.25,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,7,06:00:00 29-Dec-2018,08:00:00 29-Dec-2018,,,,0.0,0.00,43.0,0.25,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,9,08:00:00 29-Dec-2018,10:00:00 29-Dec-2018,,,,0.0,0.00,70.0,0.75,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,9,10:00:00 29-Dec-2018,12:00:00 29-Dec-2018,,,,0.0,0.00,58.0,0.75,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,9,12:00:00 29-Dec-2018,14:00:00 29-Dec-2018,,,,0.0,0.00,82.0,0.75,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,5,14:00:00 29-Dec-2018,16:00:00 29-Dec-2018,,,,0.0,0.00,60.0,0.75,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,4,16:00:00 29-Dec-2018,18:00:00 29-Dec-2018,,,,0.0,0.00,156.0,1.75,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,4,18:00:00 29-Dec-2018,20:00:00 29-Dec-2018,,,,0.0,0.00,66.0,0.75,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,6,20:00:00 29-Dec-2018,22:00:00 29-Dec-2018,,,,0.0,0.00,164.0,1.75,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,5,22:00:00 29-Dec-2018,00:00:00 30-Dec-2018,,,,0.0,0.00,160.0,1.75,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,7,00:00:00 31-Dec-2018,02:00:00 31-Dec-2018,,,,0.0,0.00,66.0,0.75,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,5,02:00:00 31-Dec-2018,04:00:00 31-Dec-2018,,,,0.0,0.00,62.0,0.75,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,5,04:00:00 31-Dec-2018,06:00:00 31-Dec-2018,,,,0.0,0.00,2.0,0.00,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,5,06:00:00 31-Dec-2018,08:00:00 31-Dec-2018,,,,0.0,0.00,3.5,0.00,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,4,08:00:00 31-Dec-2018,10:00:00 31-Dec-2018,,,,0.0,0.00,58.0,0.75,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,4,10:00:00 31-Dec-2018,12:00:00 31-Dec-2018,,,,0.0,0.00,56.5,0.50,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,3,12:00:00 31-Dec-2018,14:00:00 31-Dec-2018,,,,0.0,0.00,110.0,0.75,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,3,14:00:00 31-Dec-2018,16:00:00 31-Dec-2018,,,,0.0,0.00,156.0,1.75,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,4,16:00:00 31-Dec-2018,18:00:00 31-Dec-2018,,,,0.0,0.00,136.0,1.75,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,2,18:00:00 31-Dec-2018,20:00:00 31-Dec-2018,,,,1.5,0.00,74.0,0.75,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,3,20:00:00 31-Dec-2018,22:00:00 31-Dec-2018,,,,0.0,0.00,72.0,0.75,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,2,22:00:00 31-Dec-2018,00:00:00 01-Jan-2019,,,,0.0,0.00,62.0,0.75,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,4,00:00:00 02-Jan-2019,02:00:00 02-Jan-2019,,,,0.0,0.00,8.5,0.00,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,4,02:00:00 02-Jan-2019,04:00:00 02-Jan-2019,,,,0.0,0.00,3.5,0.00,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,8,04:00:00 02-Jan-2019,06:00:00 02-Jan-2019,,,,0.0,0.00,13.0,0.00,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,9,06:00:00 02-Jan-2019,08:00:00 02-Jan-2019,,,,0.0,0.00,11.0,0.00,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,7,08:00:00 02-Jan-2019,10:00:00 02-Jan-2019,,,,0.0,0.00,31.0,0.25,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,7,10:00:00 02-Jan-2019,12:00:00 02-Jan-2019,,,,0.0,0.00,47.0,0.25,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,5,12:00:00 02-Jan-2019,14:00:00 02-Jan-2019,,,,0.0,0.00,132.0,1.75,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,7,14:00:00 02-Jan-2019,16:00:00 02-Jan-2019,,,,0.0,0.00,44.0,0.25,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,3,16:00:00 02-Jan-2019,18:00:00 02-Jan-2019,,,,0.0,0.00,98.0,0.75,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,4,18:00:00 02-Jan-2019,20:00:00 02-Jan-2019,,,,0.0,0.00,128.0,1.75,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,5,20:00:00 02-Jan-2019,22:00:00 02-Jan-2019,,,,0.0,0.00,51.0,0.25,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,7,22:00:00 02-Jan-2019,00:00:00 03-Jan-2019,,,,0.0,0.00,120.5,1.25,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,9,00:00:00 04-Jan-2019,02:00:00 04-Jan-2019,,,,0.0,0.00,1.5,0.00,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,8,02:00:00 04-Jan-2019,04:00:00 04-Jan-2019,,,,0.0,0.00,3.0,0.00,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,8,04:00:00 04-Jan-2019,06:00:00 04-Jan-2019,,,,0.0,0.00,1.5,0.00,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,9,06:00:00 04-Jan-2019,08:00:00 04-Jan-2019,,,,0.0,0.00,1.5,0.00,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,8,08:00:00 04-Jan-2019,10:00:00 04-Jan-2019,,,,0.0,0.00,28.0,0.25,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,6,10:00:00 04-Jan-2019,12:00:00 04-Jan-2019,,,,0.0,0.00,45.0,0.25,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,5,12:00:00 04-Jan-2019,14:00:00 04-Jan-2019,,,,0.0,0.00,66.0,0.75,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,6,14:00:00 04-Jan-2019,16:00:00 04-Jan-2019,,,,0.0,0.00,58.0,0.75,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,3,16:00:00 04-Jan-2019,18:00:00 04-Jan-2019,,,,0.0,0.00,60.0,0.75,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,2,18:00:00 04-Jan-2019,20:00:00 04-Jan-2019,,,,0.0,0.00,118.0,0.75,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,3,20:00:00 04-Jan-2019,22:00:00 04-Jan-2019,,,,0.0,0.00,68.0,0.75,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,5,22:00:00 04-Jan-2019,00:00:00 05-Jan-2019,,,,0.0,0.00,94.0,0.75,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,8,00:00:00 06-Jan-2019,02:00:00 06-Jan-2019,,,,0.0,0.00,46.0,0.25,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,8,02:00:00 06-Jan-2019,04:00:00 06-Jan-2019,,,,0.0,0.00,41.0,0.25,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,6,04:00:00 06-Jan-2019,06:00:00 06-Jan-2019,,,,0.0,0.00,6.0,0.00,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,7,06:00:00 06-Jan-2019,08:00:00 06-Jan-2019,,,,0.0,0.00,13.5,0.00,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,6,08:00:00 06-Jan-2019,10:00:00 06-Jan-2019,,,,0.0,0.00,13.5,0.00,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,6,10:00:00 06-Jan-2019,12:00:00 06-Jan-2019,,,,0.0,0.00,53.0,0.25,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,3,12:00:00 06-Jan-2019,14:00:00 06-Jan-2019,,,,0.0,0.00,49.0,0.25,,,,,,,
177542,177542,0.500000,Transmission,MiniPAT,4,14:00:00 06-Jan-2019,16:00:00 06-Jan-2019,,,,0.0,0.00,56.5,0.50,,,,,,,
